 ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 nodes.py:832(Getitem)
        1    0.000    0.000    0.000    0.000 nodes.py:854(Getattr)
        1    0.000    0.000    0.000    0.000 nodes.py:876(Slice)
        1    0.000    0.000    0.000    0.000 nodes.py:897(Concat)
        1    0.000    0.000    0.000    0.000 nodes.py:910(Compare)
        1    0.000    0.000    0.000    0.000 nodes.py:938(Operand)
        1    0.000    0.000    0.000    0.000 nodes.py:946(Mul)
        1    0.000    0.000    0.000    0.000 nodes.py:952(Div)
        1    0.000    0.000    0.000    0.000 nodes.py:958(FloorDiv)
        1    0.000    0.000    0.000    0.000 nodes.py:966(Add)
        1    0.000    0.000    0.000    0.000 nodes.py:972(Sub)
        1    0.000    0.000    0.000    0.000 nodes.py:978(Mod)
        1    0.000    0.000    0.000    0.000 nodes.py:984(Pow)
        1    0.000    0.000    0.000    0.000 nodes.py:990(And)
        1    0.000    0.000    0.000    0.000 nonstandard.py:15(FitsHDU)
        1    0.000    0.000    0.000    0.000 nonstandard.py:3(<module>)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
        1    0.000    0.000    0.001    0.001 ntpath.py:2(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
        1    0.000    0.000    0.009    0.009 numeric.py:1(<module>)
       39    0.000    0.000    0.000    0.000 numeric.py:149(ones)
       39    0.000    0.000    0.000    0.000 numeric.py:1858(isscalar)
        1    0.000    0.000    0.000    0.000 numeric.py:2130(identity)
        2    0.000    0.000    0.000    0.000 numeric.py:214(_ones_like_dispatcher)
        1    0.000    0.000    0.000    0.000 numeric.py:2175(_allclose_dispatcher)
        1    0.000    0.000    0.000    0.000 numeric.py:2179(allclose)
        2    0.000    0.000    0.001    0.000 numeric.py:218(ones_like)
        1    0.000    0.000    0.000    0.000 numeric.py:2253(_isclose_dispatcher)
        1    0.000    0.000    0.000    0.000 numeric.py:2257(isclose)
        1    0.000    0.000    0.000    0.000 numeric.py:2337(within_tol)
        6    0.000    0.000    0.000    0.000 numeric.py:2514(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:60(ComplexWarning)
        1    0.000    0.000    0.001    0.001 numerictypes.py:1(<module>)
       13    0.000    0.000    0.000    0.000 numerictypes.py:230(obj2sctype)
      134    0.000    0.000    0.000    0.000 numerictypes.py:284(issubclass_)
       67    0.000    0.000    0.000    0.000 numerictypes.py:358(issubdtype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:426(_typedict)
       11    0.000    0.000    0.000    0.000 numerictypes.py:435(__getitem__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:442(_construct_lookups)
        1    0.000    0.000    0.000    0.000 numerictypes.py:512(<lambda>)
       24    0.000    0.000    0.000    0.000 numerictypes.py:515(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 numerictypes.py:590(_register_types)
        1    0.000    0.000    0.001    0.001 numpy_compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_compat.py:49(_Recurser)
        1    0.000    0.000    0.000    0.000 numpycompat.py:2(<module>)
        1    0.000    0.000    0.001    0.001 offsetbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1195(AnchoredText)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1238(OffsetImage)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1319(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1592(DraggableBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1719(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1745(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 offsetbox.py:185(OffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:374(PackerBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:421(VPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:462(HPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:507(PaddedBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:581(DrawingArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:700(TextArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:853(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:942(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 opcode.py:2(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
      120    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        6    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        5    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        2    0.000    0.000    0.047    0.023 operator.py:1(<module>)
        1    0.000    0.000    0.026    0.026 operator.py:14(<dictcomp>)
      101    0.000    0.000    0.021    0.000 operator.py:14(<genexpr>)
      200    0.000    0.000    0.046    0.000 operator.py:8(should_curry)
        2    0.000    0.000    0.000    0.000 optimization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 optimization.py:419(Default)
        1    0.000    0.000    0.000    0.000 optimization.py:927(SubgraphCallable)
        1    0.000    0.000    0.000    0.000 optimizer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 optimizer.py:26(Optimizer)
        1    0.000    0.000    0.000    0.000 order.py:1(<module>)
        1    0.000    0.000    0.000    0.000 order.py:980(StrComparable)
        1    0.001    0.001    0.011    0.011 orthogonal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 orthogonal.py:122(orthopoly1d)
        4    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        1    0.000    0.000    0.000    0.000 os.py:42(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
        1    0.000    0.000    0.000    0.000 os.py:613(get_exec_path)
      100    0.000    0.000    0.000    0.000 os.py:670(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:678(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:684(__delitem__)
      114    0.000    0.000    0.000    0.000 os.py:693(__iter__)
      106    0.000    0.000    0.000    0.000 os.py:748(encode)
      188    0.000    0.000    0.000    0.000 os.py:752(decode)
        2    0.000    0.000    0.000    0.000 os.py:766(getenv)
       12    0.000    0.000    0.000    0.000 os.py:800(fsencode)
        1    0.000    0.000    0.001    0.001 overlap.py:1(<module>)
        1    0.000    0.000    0.011    0.011 overrides.py:1(<module>)
       75    0.000    0.000    0.000    0.000 overrides.py:111(set_module)
       75    0.000    0.000    0.000    0.000 overrides.py:122(decorator)
      316    0.000    0.000    0.000    0.000 overrides.py:141(array_function_dispatch)
      316    0.001    0.000    0.020    0.000 overrides.py:183(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:219(array_function_from_dispatcher)
       23    0.000    0.000    0.001    0.000 overrides.py:223(decorator)
        9    0.000    0.000    0.000    0.000 overrides.py:24(set_array_function_like_doc)
      286    0.001    0.000    0.003    0.000 overrides.py:89(verify_matching_signatures)
        1    0.000    0.000    0.000    0.000 parallel.py:1(<module>)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
        4    0.000    0.000    0.000    0.000 parse.py:110(_coerce_args)
        1    0.000    0.000    0.000    0.000 parse.py:127(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:135(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:143(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:180(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:210(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:315(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:323(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:328(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:334(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:342(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:347(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:353(_fix_result_transcoding)
        2    0.000    0.000    0.000    0.000 parse.py:366(urlparse)
        1    0.000    0.000    0.000    0.000 parse.py:399(_checknetloc)
        2    0.000    0.000    0.000    0.000 parse.py:417(urlsplit)
        1    0.000    0.000    0.000    0.000 parse.py:776(Quoter)
        4    0.000    0.000    0.000    0.000 parse.py:99(_noop)
        1    0.000    0.000    0.000    0.000 parser.py:1(<module>)
       35    0.000    0.000    0.000    0.000 parser.py:107(peek_event)
       46    0.000    0.000    0.000    0.000 parser.py:114(get_event)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:127(parse_stream_start)
        1    0.000    0.000    0.000    0.000 parser.py:139(parse_implicit_document_start)
        1    0.000    0.000    0.000    0.000 parser.py:159(parse_document_start)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 parser.py:190(parse_document_end)
        1    0.000    0.000    0.000    0.000 parser.py:264(parse_block_node)
       34    0.000    0.000    0.001    0.000 parser.py:270(parse_block_node_or_indentless_sequence)
       35    0.000    0.000    0.001    0.000 parser.py:273(parse_node)
        7    0.000    0.000    0.000    0.000 parser.py:422(parse_block_mapping_first_key)
       24    0.000    0.000    0.002    0.000 parser.py:427(parse_block_mapping_key)
       17    0.000    0.000    0.001    0.000 parser.py:446(parse_block_mapping_value)
        1    0.000    0.000    0.000    0.000 parser.py:46(Parser)
        1    0.000    0.000    0.006    0.006 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:62(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:69(ParserError)
        1    0.000    0.000    0.000    0.000 parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:72(Parser)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.000    0.000 parser.py:81(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:89(dispose)
      110    0.000    0.000    0.003    0.000 parser.py:94(check_event)
        1    0.000    0.000    0.008    0.008 patches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1047(Polygon)
        2    0.000    0.000    0.000    0.000 patches.py:1057(__init__)
        2    0.000    0.000    0.000    0.000 patches.py:1073(get_path)
        4    0.000    0.000    0.000    0.000 patches.py:1107(set_xy)
        1    0.000    0.000    0.000    0.000 patches.py:1144(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:1237(Arrow)
        8    0.000    0.000    0.000    0.000 patches.py:124(_process_radius)
        1    0.000    0.000    0.000    0.000 patches.py:1294(FancyArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1399(CirclePolygon)
        1    0.000    0.000    0.000    0.000 patches.py:1423(Ellipse)
        1    0.000    0.000    0.000    0.000 patches.py:1558(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:1599(Arc)
        8    0.000    0.000    0.005    0.001 patches.py:166(contains_point)
        1    0.000    0.000    0.000    0.000 patches.py:1872(_simpleprint_styles)
        1    0.000    0.000    0.000    0.000 patches.py:1881(_Style)
        3    0.000    0.000    0.002    0.001 patches.py:1915(pprint_styles)
        3    0.000    0.000    0.002    0.001 patches.py:1919(<listcomp>)
      102    0.000    0.000    0.000    0.000 patches.py:1926(<genexpr>)
        3    0.000    0.000    0.000    0.000 patches.py:1926(<listcomp>)
       12    0.000    0.000    0.000    0.000 patches.py:1927(<genexpr>)
       12    0.000    0.000    0.000    0.000 patches.py:1931(<genexpr>)
      112    0.000    0.000    0.000    0.000 patches.py:1933(<genexpr>)
        3    0.000    0.000    0.000    0.000 patches.py:1933(<listcomp>)
       56    0.000    0.000    0.000    0.000 patches.py:1949(_register_style)
        1    0.000    0.000    0.001    0.001 patches.py:1957(BoxStyle)
        1    0.000    0.000    0.000    0.000 patches.py:1992(_Base)
        9    0.000    0.000    0.001    0.000 patches.py:2018(__init_subclass__)
        1    0.000    0.000    0.000    0.000 patches.py:2064(Square)
        1    0.000    0.000    0.000    0.000 patches.py:2087(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:2108(LArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2140(RArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2150(DArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2187(Round)
        1    0.000    0.000    0.000    0.000 patches.py:22(Patch)
        1    0.000    0.000    0.000    0.000 patches.py:2247(Round4)
        1    0.000    0.000    0.000    0.000 patches.py:2298(Sawtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2394(Roundtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2410(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 patches.py:2449(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2462(SimpleEvent)
        1    0.000    0.000    0.000    0.000 patches.py:2530(Arc3)
        1    0.000    0.000    0.000    0.000 patches.py:2566(Angle3)
        1    0.000    0.000    0.000    0.000 patches.py:2604(Angle)
        1    0.000    0.000    0.000    0.000 patches.py:2666(Arc)
       98    0.000    0.000    0.028    0.000 patches.py:271(get_transform)
        1    0.000    0.000    0.000    0.000 patches.py:2760(Bar)
       20    0.000    0.000    0.000    0.000 patches.py:282(get_patch_transform)
        1    0.000    0.000    0.000    0.000 patches.py:2846(ArrowStyle)
        1    0.000    0.000    0.000    0.000 patches.py:2884(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2957(_Curve)
        8    0.000    0.000    0.000    0.000 patches.py:297(get_edgecolor)
        1    0.000    0.000    0.000    0.000 patches.py:3087(Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3094(CurveA)
        1    0.000    0.000    0.000    0.000 patches.py:3111(CurveB)
        1    0.000    0.000    0.000    0.000 patches.py:3128(CurveAB)
       28    0.000    0.000    0.000    0.000 patches.py:313(set_antialiased)
        1    0.000    0.000    0.000    0.000 patches.py:3145(CurveFilledA)
        1    0.000    0.000    0.000    0.000 patches.py:3163(CurveFilledB)
        1    0.000    0.000    0.000    0.000 patches.py:3181(CurveFilledAB)
        1    0.000    0.000    0.000    0.000 patches.py:3199(_Bracket)
       74    0.000    0.000    0.001    0.000 patches.py:326(_set_edgecolor)
        1    0.000    0.000    0.000    0.000 patches.py:3282(BracketAB)
        1    0.000    0.000    0.000    0.000 patches.py:3318(BracketA)
        1    0.000    0.000    0.000    0.000 patches.py:3338(BracketB)
        1    0.000    0.000    0.000    0.000 patches.py:3360(BarAB)
        1    0.000    0.000    0.000    0.000 patches.py:3390(Simple)
       48    0.000    0.000    0.000    0.000 patches.py:341(set_edgecolor)
        1    0.000    0.000    0.000    0.000 patches.py:3470(Fancy)
       74    0.000    0.000    0.002    0.000 patches.py:352(_set_facecolor)
        1    0.000    0.000    0.000    0.000 patches.py:3558(Wedge)
       48    0.000    0.000    0.001    0.000 patches.py:359(set_facecolor)
        1    0.000    0.000    0.000    0.000 patches.py:3614(FancyBboxPatch)
        2    0.000    0.000    0.000    0.000 patches.py:370(set_color)
        1    0.000    0.000    0.000    0.000 patches.py:3904(FancyArrowPatch)
       48    0.000    0.000    0.000    0.000 patches.py:393(set_linewidth)
       26    0.000    0.000    0.000    0.000 patches.py:413(set_linestyle)
        1    0.000    0.000    0.000    0.000 patches.py:4258(ConnectionPatch)
       26    0.000    0.000    0.001    0.000 patches.py:453(set_fill)
       44    0.000    0.000    0.000    0.000 patches.py:475(set_capstyle)
       26    0.000    0.000    0.000    0.000 patches.py:492(set_joinstyle)
       26    0.000    0.000    0.000    0.000 patches.py:509(set_hatch)
       26    0.000    0.000    0.003    0.000 patches.py:54(__init__)
       36    0.000    0.000    0.001    0.000 patches.py:546(_bind_draw_path_function)
       26    0.000    0.000    0.009    0.000 patches.py:598(draw)
        1    0.000    0.000    0.000    0.000 patches.py:640(Shadow)
        1    0.000    0.000    0.000    0.000 patches.py:709(Rectangle)
        6    0.000    0.000    0.001    0.000 patches.py:733(__init__)
       14    0.000    0.000    0.000    0.000 patches.py:760(get_path)
       84    0.000    0.000    0.001    0.000 patches.py:764(_convert_units)
       78    0.001    0.000    0.027    0.000 patches.py:772(get_patch_transform)
       78    0.000    0.000    0.003    0.000 patches.py:854(get_bbox)
        1    0.000    0.000    0.000    0.000 patches.py:862(RegularPolygon)
        1    0.000    0.000    0.000    0.000 patches.py:911(PathPatch)
        1    0.000    0.000    0.000    0.000 patches.py:939(StepPatch)
        1    0.000    0.000    0.001    0.001 path.py:1(<module>)
      104    0.000    0.000    0.000    0.000 path.py:161(_fast_from_codes_and_verts)
      166    0.000    0.000    0.001    0.000 path.py:190(_update_values)
      368    0.000    0.000    0.000    0.000 path.py:199(vertices)
      196    0.000    0.000    0.000    0.000 path.py:213(codes)
        1    0.000    0.000    0.000    0.000 path.py:23(Path)
      120    0.000    0.000    0.000    0.000 path.py:232(simplify_threshold)
      120    0.000    0.000    0.000    0.000 path.py:244(should_simplify)
        8    0.000    0.000    0.002    0.000 path.py:494(contains_point)
        8    0.000    0.000    0.000    0.000 path.py:599(get_extents)
       14    0.000    0.000    0.000    0.000 path.py:726(unit_rectangle)
      166    0.001    0.000    0.003    0.000 path.py:98(__init__)
        1    0.000    0.000    0.003    0.003 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1001(PurePosixPath)
      286    0.000    0.000    0.000    0.000 pathlib.py:101(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:1011(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1024(Path)
      310    0.000    0.000    0.005    0.000 pathlib.py:1038(__new__)
      623    0.000    0.000    0.000    0.000 pathlib.py:1048(_init)
       26    0.000    0.000    0.000    0.000 pathlib.py:1058(_make_child_relpath)
      278    0.000    0.000    0.002    0.000 pathlib.py:1075(_opener)
        3    0.000    0.000    0.000    0.000 pathlib.py:1097(home)
       27    0.000    0.000    0.000    0.000 pathlib.py:1129(glob)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        5    0.000    0.000    0.000    0.000 pathlib.py:1192(stat)
      278    0.000    0.000    0.005    0.000 pathlib.py:1213(open)
      278    0.001    0.000    0.006    0.000 pathlib.py:1231(read_text)
        2    0.000    0.000    0.000    0.000 pathlib.py:1280(mkdir)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        5    0.000    0.000    0.000    0.000 pathlib.py:1410(is_dir)
        1    0.000    0.000    0.000    0.000 pathlib.py:1555(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1562(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:284(_PosixFlavour)
      916    0.001    0.000    0.001    0.000 pathlib.py:292(splitroot)
        1    0.000    0.000    0.000    0.000 pathlib.py:313(compile_pattern)
        3    0.000    0.000    0.000    0.000 pathlib.py:373(gethomedir)
        1    0.000    0.000    0.000    0.000 pathlib.py:393(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:398(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:461(_make_selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:478(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:482(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:491(select_from)
        1    0.000    0.000    0.000    0.000 pathlib.py:50(_is_wildcard_pattern)
        1    0.000    0.000    0.000    0.000 pathlib.py:503(_TerminatingSelector)
       52    0.000    0.000    0.000    0.000 pathlib.py:505(_select_from)
        1    0.000    0.000    0.000    0.000 pathlib.py:509(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:525(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:527(__init__)
       27    0.000    0.000    0.000    0.000 pathlib.py:531(_select_from)
        1    0.000    0.000    0.000    0.000 pathlib.py:556(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:56(_Flavour)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:600(_PathParents)
        1    0.000    0.000    0.000    0.000 pathlib.py:628(PurePath)
      598    0.002    0.000    0.004    0.000 pathlib.py:63(parse_parts)
      596    0.001    0.000    0.006    0.000 pathlib.py:657(_parse_args)
      310    0.000    0.000    0.005    0.000 pathlib.py:677(_from_parts)
      313    0.000    0.000    0.000    0.000 pathlib.py:690(_from_parsed_parts)
      336    0.000    0.000    0.001    0.000 pathlib.py:700(_format_parsed_parts)
      286    0.000    0.000    0.002    0.000 pathlib.py:711(_make_child)
      623    0.001    0.000    0.001    0.000 pathlib.py:717(__str__)
      592    0.000    0.000    0.001    0.000 pathlib.py:727(__fspath__)
       27    0.000    0.000    0.000    0.000 pathlib.py:803(name)
       26    0.000    0.000    0.000    0.000 pathlib.py:838(stem)
        1    0.000    0.000    0.000    0.000 pathlib.py:848(with_name)
      278    0.000    0.000    0.002    0.000 pathlib.py:924(joinpath)
        8    0.000    0.000    0.000    0.000 pathlib.py:932(__truediv__)
        4    0.000    0.000    0.000    0.000 paths.py:17(_find_home)
        1    0.000    0.000    0.000    0.000 paths.py:173(_SetTempPath)
        1    0.000    0.000    0.002    0.002 paths.py:2(<module>)
        1    0.000    0.000    0.000    0.000 paths.py:210(set_temp_config)
        1    0.000    0.000    0.000    0.000 paths.py:257(set_temp_cache)
        2    0.000    0.000    0.000    0.000 paths.py:289(_find_or_create_root_dir)
        2    0.000    0.000    0.000    0.000 paths.py:76(get_config_dir)
        1    0.000    0.000    0.108    0.108 percentile.py:1(<module>)
        1    0.000    0.000    0.002    0.002 pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1136(_Unpickler)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
       65    0.000    0.000    0.000    0.000 pickle.py:322(_getattribute)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 pickling_support.py:1(<module>)
      285    0.000    0.000    0.000    0.000 pickling_support.py:48(_get_subclasses)
        1    0.000    0.000    0.001    0.001 pickling_support.py:57(install)
        3    0.000    0.000    0.000    0.000 platform.py:1077(python_implementation)
        1    0.000    0.000    0.003    0.003 platform.py:3(<module>)
        1    0.000    0.000    0.005    0.005 platform.py:603(_syscmd_uname)
       35    0.000    0.000    0.005    0.000 platform.py:746(uname)
       18    0.000    0.000    0.005    0.000 platform.py:884(system)
       17    0.000    0.000    0.000    0.000 platform.py:921(machine)
        3    0.000    0.000    0.000    0.000 platform.py:973(_sys_version)
        1    0.000    0.000    0.001    0.001 polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:111(PolarAffine)
        1    0.000    0.000    0.000    0.000 polar.py:144(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:17(PolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:185(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 polar.py:202(_AxisWrapper)
        1    0.000    0.000    0.000    0.000 polar.py:225(ThetaLocator)
        1    0.000    0.000    0.000    0.000 polar.py:266(ThetaTick)
        1    0.000    0.000    0.000    0.000 polar.py:359(ThetaAxis)
        1    0.000    0.000    0.000    0.000 polar.py:408(RadialLocator)
        1    0.000    0.000    0.000    0.000 polar.py:460(_ThetaShift)
        1    0.000    0.000    0.000    0.000 polar.py:510(RadialTick)
        1    0.000    0.000    0.000    0.000 polar.py:661(RadialAxis)
        1    0.000    0.000    0.000    0.000 polar.py:719(_WedgeBbox)
        1    0.000    0.000    0.000    0.000 polar.py:775(PolarAxes)
        2    0.000    0.000    0.003    0.001 polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1068(poly1d)
        1    0.000    0.000    0.000    0.000 polynomial.py:1471(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        1    0.000    0.000    0.001    0.001 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:43(RankWarning)
        1    0.000    0.000    0.001    0.001 pool.py:10(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:150(_PoolCache)
        1    0.000    0.000    0.000    0.000 pool.py:173(Pool)
        1    0.000    0.000    0.000    0.000 pool.py:57(RemoteTraceback)
        1    0.000    0.000    0.000    0.000 pool.py:63(ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 pool.py:742(ApplyResult)
        1    0.000    0.000    0.000    0.000 pool.py:789(MapResult)
        1    0.000    0.000    0.000    0.000 pool.py:80(MaybeEncodingError)
        1    0.000    0.000    0.000    0.000 pool.py:832(IMapIterator)
        1    0.000    0.000    0.000    0.000 pool.py:901(IMapUnorderedIterator)
        1    0.000    0.000    0.000    0.000 pool.py:916(ThreadPool)
       30    0.000    0.000    0.000    0.000 posixpath.py:100(split)
        2    0.000    0.000    0.000    0.000 posixpath.py:117(splitext)
       14    0.000    0.000    0.000    0.000 posixpath.py:140(basename)
        8    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
     2235    0.001    0.000    0.005    0.000 posixpath.py:164(islink)
       37    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
      620    0.002    0.000    0.003    0.000 posixpath.py:334(normpath)
      620    0.000    0.000    0.004    0.000 posixpath.py:372(abspath)
      293    0.000    0.000    0.013    0.000 posixpath.py:387(realpath)
      293    0.002    0.000    0.011    0.000 posixpath.py:396(_joinrealpath)
     3736    0.001    0.000    0.001    0.000 posixpath.py:41(_get_sep)
      321    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
     1309    0.001    0.000    0.001    0.000 posixpath.py:60(isabs)
     2367    0.002    0.000    0.004    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.000    0.000 pprint.py:103(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 pprint.py:11(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:77(_safe_key)
        1    0.000    0.000    0.000    0.000 process.py:10(<module>)
        1    0.000    0.000    0.000    0.000 process.py:121(_RemoteTraceback)
        1    0.000    0.000    0.000    0.000 process.py:127(_ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 process.py:140(_WorkItem)
        1    0.000    0.000    0.000    0.000 process.py:147(_ResultItem)
        1    0.000    0.000    0.000    0.000 process.py:153(_CallItem)
        1    0.000    0.000    0.000    0.000 process.py:161(_SafeQueue)
        1    0.000    0.000    0.000    0.000 process.py:343(AuthenticationString)
        1    0.000    0.000    0.000    0.000 process.py:358(_ParentProcess)
        1    0.000    0.000    0.000    0.000 process.py:391(_MainProcess)
        1    0.000    0.000    0.000    0.000 process.py:393(__init__)
        1    0.000    0.000    0.000    0.000 process.py:4(<module>)
        1    0.000    0.000    0.000    0.000 process.py:490(BrokenProcessPool)
        1    0.000    0.000    0.000    0.000 process.py:497(ProcessPoolExecutor)
