 ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 __init__.py:411(_get_config_or_cache_dir)
        1    0.000    0.000    0.001    0.001 __init__.py:413(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:420(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:420(pid)
        8    0.000    0.000    0.000    0.000 __init__.py:423(_asdict)
        1    0.000    0.000    0.000    0.000 __init__.py:426(validate)
        1    0.000    0.000    0.000    0.000 __init__.py:43(__exit__)
        9    0.000    0.000    0.000    0.000 __init__.py:43(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        3    0.000    0.000    0.000    0.000 __init__.py:43(private_class)
        4    0.000    0.000    0.000    0.000 __init__.py:44(get_projection_class)
        1    0.000    0.000    0.001    0.001 __init__.py:441(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:443(get_configdir)
        1    0.000    0.000    0.000    0.000 __init__.py:444(LibraryLoader)
        2    0.000    0.000    0.000    0.000 __init__.py:445(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:45(Code)
        3    0.000    0.000    0.002    0.001 __init__.py:46(_get_running_interactive_framework)
        1    0.000    0.000    0.000    0.000 __init__.py:462(get_cachedir)
        1    0.000    0.000    0.000    0.000 __init__.py:471(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:473(get_data_path)
        1    0.000    0.000    0.000    0.000 __init__.py:479(matplotlib_fname)
        3    0.000    0.000    0.003    0.001 __init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
        4    0.000    0.000    0.000    0.000 __init__.py:500(gen_candidates)
        3    0.000    0.000    0.000    0.000 __init__.py:506(PYFUNCTYPE)
        3    0.000    0.000    0.000    0.000 __init__.py:507(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:510(Formatter)
        4    0.000    0.000    0.000    0.000 __init__.py:514(cast)
       20    0.000    0.000    0.001    0.000 __init__.py:528(_get_data_path)
        8    0.000    0.000    0.000    0.000 __init__.py:55(fget)
        1    0.000    0.000    0.000    0.000 __init__.py:551(RcParams)
        1    0.000    0.000    0.000    0.000 __init__.py:555(__init__)
       30    0.000    0.000    0.001    0.000 __init__.py:571(__init__)
     1252    0.001    0.000    0.018    0.000 __init__.py:574(__setitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:576(maxdict)
        1    0.000    0.000    0.000    0.000 __init__.py:585(__init__)
       44    0.000    0.000    0.000    0.000 __init__.py:590(__setitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:599(Stack)
        1    0.000    0.000    0.001    0.001 __init__.py:6(<module>)
    14334    0.007    0.000    0.063    0.000 __init__.py:604(__getitem__)
        6    0.000    0.000    0.000    0.000 __init__.py:606(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:61(__dir__)
       18    0.000    0.000    0.000    0.000 __init__.py:634(push)
      312    0.000    0.000    0.000    0.000 __init__.py:637(__iter__)
      566    0.001    0.000    0.002    0.000 __init__.py:64(check_isinstance)
        2    0.000    0.000    0.003    0.001 __init__.py:65(_check_requirement)
       10    0.000    0.000    0.000    0.000 __init__.py:655(empty)
       20    0.000    0.000    0.000    0.000 __init__.py:659(clear)
        1    0.000    0.000    0.000    0.000 __init__.py:661(copy)
        1    0.000    0.000    0.000    0.000 __init__.py:662(<dictcomp>)
        6    0.000    0.000    0.000    0.000 __init__.py:664(bubble)
        1    0.000    0.000    0.000    0.000 __init__.py:673(is_url)
        1    0.000    0.000    0.000    0.000 __init__.py:688(BufferingFormatter)
       56    0.000    0.000    0.001    0.000 __init__.py:689(_open_file_or_url)
        1    0.000    0.000    0.008    0.008 __init__.py:7(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:7(ProjectionRegistry)
        2    0.000    0.000    0.000    0.000 __init__.py:70(search_function)
        1    0.000    0.000    0.000    0.000 __init__.py:704(create_time)
     1807    0.000    0.000    0.000    0.000 __init__.py:709(<lambda>)
       28    0.003    0.000    0.023    0.001 __init__.py:709(_rc_params_in_file)
        1    0.000    0.000    0.000    0.000 __init__.py:73(Frame)
        1    0.000    0.000    0.000    0.000 __init__.py:730(Filter)
        8    0.000    0.000    0.001    0.000 __init__.py:735(safe_masked_invalid)
        7    0.000    0.000    0.000    0.000 __init__.py:75(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 __init__.py:767(Filterer)
       35    0.000    0.000    0.000    0.000 __init__.py:772(__init__)
       26    0.000    0.000    0.011    0.000 __init__.py:783(rc_params_from_file)
      396    0.000    0.000    0.000    0.000 __init__.py:79(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:805(cpu_affinity)
        1    0.000    0.000    0.000    0.000 __init__.py:818(Grouper)
      769    0.000    0.000    0.000    0.000 __init__.py:825(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:835(<dictcomp>)
        2    0.000    0.000    0.000    0.000 __init__.py:839(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 __init__.py:849(Handler)
        8    0.000    0.000    0.000    0.000 __init__.py:852(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:853(<dictcomp>)
        8    0.000    0.000    0.000    0.000 __init__.py:855(__contains__)
        2    0.000    0.000    0.000    0.000 __init__.py:858(__init__)
      378    0.000    0.000    0.000    0.000 __init__.py:858(clean)
      378    0.000    0.000    0.000    0.000 __init__.py:861(<listcomp>)
      305    0.000    0.000    0.000    0.000 __init__.py:882(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:887(createLock)
       26    0.000    0.000    0.000    0.000 __init__.py:889(__missing__)
      369    0.001    0.000    0.001    0.000 __init__.py:892(__getitem__)
      370    0.001    0.000    0.001    0.000 __init__.py:907(get_siblings)
      370    0.000    0.000    0.000    0.000 __init__.py:911(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:94(_StrongRef)
        1    0.000    0.000    0.016    0.016 __init__.py:98(Conf)
       20    0.000    0.000    0.000    0.000 __init__.py:99(__init__)
        1    0.000    0.000    0.002    0.002 _add_newdocs.py:1(<module>)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6230(refer_to_array_attribute)
        1    0.000    0.000    0.008    0.008 _add_newdocs_scalars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:17(numeric_type_aliases)
       18    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(type_aliases_gen)
       24    0.000    0.000    0.005    0.000 _add_newdocs_scalars.py:55(add_newdoc_for_scalar_type)
       34    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:61(<genexpr>)
       41    0.000    0.000    0.005    0.000 _add_newdocs_scalars.py:62(<genexpr>)
        1    0.000    0.000    0.000    0.000 _animation_data.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        1    0.000    0.000    0.026    0.026 _axes.py:1(<module>)
        1    0.000    0.000    0.010    0.010 _axes.py:46(Axes)
        2    0.000    0.000    0.003    0.001 _axes.py:5413(imshow)
        2    0.000    0.000    0.001    0.000 _axes.py:5624(_pcolorargs)
        2    0.000    0.000    0.000    0.000 _axes.py:5657(<listcomp>)
        2    0.000    0.000    0.005    0.003 _axes.py:5996(pcolormesh)
        2    0.000    0.000    0.001    0.000 _backend.py:1(<module>)
       26    0.000    0.000    0.001    0.000 _backend.py:224(get_defaults)
        1    0.000    0.000    0.000    0.000 _backend.py:242(set_global_backend)
        1    0.000    0.000    0.000    0.000 _backend.py:31(_backend_from_arg)
        1    0.000    0.000    0.000    0.000 _backend.py:317(Dispatchable)
        1    0.000    0.000    0.000    0.000 _backend.py:46(set_global_backend)
        1    0.000    0.000    0.000    0.000 _backend.py:5(_ScipyBackend)
       26    0.000    0.000    0.002    0.000 _backend.py:92(generate_multimethod)
        1    0.000    0.000    0.006    0.006 _base.py:1(<module>)
       14    0.000    0.000    0.001    0.000 _base.py:1045(_set_position)
        8    0.000    0.000    0.000    0.000 _base.py:1083(get_axes_locator)
       20    0.000    0.000    0.000    0.000 _base.py:1089(_set_artist_props)
        4    0.000    0.000    0.001    0.000 _base.py:1099(_gen_axes_patch)
        4    0.000    0.000    0.004    0.001 _base.py:1116(_gen_axes_spines)
        1    0.000    0.000    0.000    0.000 _base.py:112(_AllCompletedWaiter)
       20    0.000    0.000    0.004    0.000 _base.py:1131(<genexpr>)
        4    0.000    0.000    0.098    0.025 _base.py:1172(cla)
        4    0.000    0.000    0.000    0.000 _base.py:1330(_set_title_offset_trans)
        8    0.000    0.000    0.000    0.000 _base.py:1416(get_aspect)
        4    0.000    0.000    0.000    0.000 _base.py:1419(set_aspect)
        1    0.000    0.000    0.000    0.000 _base.py:142(_AcquireFutures)
        4    0.000    0.000    0.000    0.000 _base.py:1501(set_adjustable)
        4    0.000    0.000    0.000    0.000 _base.py:1565(set_box_aspect)
        8    0.000    0.000    0.000    0.000 _base.py:1602(get_anchor)
        4    0.000    0.000    0.000    0.000 _base.py:1615(set_anchor)
        8    0.000    0.000    0.001    0.000 _base.py:1670(get_data_ratio)
        8    0.000    0.000    0.002    0.000 _base.py:1684(apply_aspect)
        2    0.000    0.000    0.000    0.000 _base.py:1972(_sci)
        2    0.000    0.000    0.000    0.000 _base.py:1988(_gci)
        2    0.000    0.000    0.000    0.000 _base.py:2006(add_artist)
        4    0.000    0.000    0.001    0.000 _base.py:2045(add_collection)
        2    0.000    0.000    0.000    0.000 _base.py:2077(add_image)
        1    0.000    0.000    0.000    0.000 _base.py:210(_process_plot_var_args)
        8    0.000    0.000    0.000    0.000 _base.py:221(__init__)
        8    0.000    0.000    0.000    0.000 _base.py:2224(_unit_change_handler)
        6    0.000    0.000    0.000    0.000 _base.py:2265(update_datalim)
       18    0.000    0.000    0.001    0.000 _base.py:2303(_process_unit_info)
        8    0.000    0.000    0.000    0.000 _base.py:234(set_prop_cycle)
       18    0.000    0.000    0.000    0.000 _base.py:2359(<listcomp>)
        2    0.000    0.000    0.000    0.000 _base.py:2420(use_sticky_edges)
        2    0.000    0.000    0.000    0.000 _base.py:2626(autoscale_view)
        4    0.000    0.000    0.000    0.000 _base.py:2692(handle_single_axis)
       54    0.000    0.000    0.000    0.000 _base.py:2760(_get_axis_list)
       38    0.001    0.000    0.001    0.000 _base.py:2763(_get_axis_map)
        4    0.000    0.000    0.003    0.001 _base.py:2781(_update_title_position)
       16    0.000    0.000    0.000    0.000 _base.py:2832(<genexpr>)
        4    0.000    0.000    0.335    0.084 _base.py:2839(draw)
        4    0.000    0.000    0.000    0.000 _base.py:2893(<listcomp>)
        4    0.000    0.000    0.000    0.000 _base.py:2989(set_axisbelow)
       10    0.000    0.000    0.050    0.005 _base.py:3025(grid)
        1    0.000    0.000    0.000    0.000 _base.py:313(Future)
        8    0.000    0.000    0.010    0.001 _base.py:3187(tick_params)
        4    0.000    0.000    0.000    0.000 _base.py:3275(set_axis_on)
        8    0.000    0.000    0.000    0.000 _base.py:3354(get_xbound)
        1    0.000    0.000    0.000    0.000 _base.py:34(_axis_method_wrapper)
        8    0.000    0.000    0.000    0.000 _base.py:3402(get_xlim)
       32    0.000    0.000    0.000    0.000 _base.py:3425(_validate_converted_limits)
        8    0.000    0.000    0.001    0.000 _base.py:3442(set_xlim)
        2    0.000    0.000    0.000    0.000 _base.py:3581(set_xscale)
        2    0.000    0.000    0.000    0.000 _base.py:3637(set_ylabel)
        8    0.000    0.000    0.000    0.000 _base.py:3698(get_ybound)
        8    0.000    0.000    0.000    0.000 _base.py:3746(get_ylim)
        8    0.000    0.000    0.001    0.000 _base.py:3769(set_ylim)
        2    0.000    0.000    0.000    0.000 _base.py:3908(set_yscale)
        1    0.000    0.000    0.000    0.000 _base.py:4(<module>)
        6    0.000    0.000    0.000    0.000 _base.py:4036(set_navigate)
        4    0.000    0.000    0.000    0.000 _base.py:4052(set_navigate_mode)
        8    0.000    0.000    0.000    0.000 _base.py:4313(get_children)
        1    0.000    0.000    0.000    0.000 _base.py:44(Error)
        6    0.000    0.000    0.000    0.000 _base.py:4558(get_shared_x_axes)
        2    0.000    0.000    0.000    0.000 _base.py:4562(get_shared_y_axes)
        1    0.000    0.000    0.000    0.000 _base.py:48(CancelledError)
       31    0.000    0.000    0.001    0.000 _base.py:51(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:52(TimeoutError)
        1    0.000    0.000    0.001    0.001 _base.py:542(_AxesBase)
        1    0.000    0.000    0.000    0.000 _base.py:547(Executor)
        4    0.000    0.000    0.126    0.032 _base.py:554(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:56(InvalidStateError)
        1    0.000    0.000    0.000    0.000 _base.py:60(_Waiter)
        1    0.000    0.000    0.000    0.000 _base.py:640(BrokenExecutor)
       31    0.000    0.000    0.001    0.000 _base.py:66(__set_name__)
       20    0.000    0.000    0.000    0.000 _base.py:72(wrapper)
       12    0.000    0.000    0.000    0.000 _base.py:725(get_window_extent)
        4    0.000    0.000    0.013    0.003 _base.py:742(_init_axis)
        1    0.000    0.000    0.000    0.000 _base.py:75(_AsCompletedWaiter)
        4    0.000    0.000    0.001    0.000 _base.py:752(set_figure)
      142    0.001    0.000    0.002    0.000 _base.py:766(_unstale_viewLim)
      284    0.000    0.000    0.000    0.000 _base.py:769(<genexpr>)
      284    0.000    0.000    0.000    0.000 _base.py:771(<genexpr>)
      136    0.000    0.000    0.002    0.000 _base.py:780(viewLim)
        2    0.000    0.000    0.000    0.000 _base.py:787(_request_autoscale_view)
        4    0.000    0.000    0.001    0.000 _base.py:795(_set_lim_and_transforms)
  242/130    0.000    0.000    0.002    0.000 _base.py:831(get_xaxis_transform)
       26    0.000    0.000    0.001    0.000 _base.py:855(get_xaxis_text1_transform)
